title,content,time,provider,url
姚文智來幫站台…批柯 高嘉瑜尷尬,"民進黨台北市長候選人姚文智昨天連跑3場黨內議員競總成立大會，首場是港湖區高嘉瑜。由於姚陣營曾在電視上指高應退黨，兩人後來雖已冰釋前嫌，昨站台時也互祝對方當選，但和其他議員的熱絡相比，仍顯得「相敬如賓」。
姚文智昨稱讚高嘉瑜問政犀利，在捷運聯開案中追回百億經費，但話鋒一轉，姚說市長柯文哲剛上任時，說要向日勝生討回111億元，最後僅討回33億，希望高未來能繼續追回。
姚還批柯文哲無法解決內湖交通問題，若柯能效法高的認真精神，內湖交通問題早就解決了。他並提出自己的解方，半年前就提出的「快慢分流、水陸並進」，讓河運成為紓解交通的方法之一，以及運用智慧城市管理、在捷運站加發直達公車等。
姚說，既然現任市長無法解決內湖交通、大巨蛋問題，就換一個市長，他有信心成為最好的市長。
被視為「友柯」的高嘉瑜，聽到姚文智批柯時略顯尷尬，但姚致詞完後，兩人開心、大方齊喊市長、議員「凍蒜」。
媒體問姚文智，對手丁守中要請出周美青當催票王牌，他會請的王牌是誰？
高嘉瑜隨即搶著回應，稱讚姚就是王牌，姚也接話說，高就是王牌，民進黨所有的議員和支持者、市民都是他的王牌。
北市民政局長藍世聰、都發局長林洲民昨天都到場，但與姚剛好錯開，林洲民還罕見地上台致詞。交通局長陳學台、停管處長張滋容等人也到場致意。
高嘉瑜辦公室表示，有發邀請函給市府官員；交通局說，除了高嘉瑜，昨也到議員顏若芳、吳世正、江志銘、陳重文和侯選人耿葳等總部致意，這是多年傳統。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好不讓跳愛河 韓國瑜要王世堅改跳興達港隨扈與候選人默契好 退休後成頭號助選員
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/姚文智來幫站台-批柯-高嘉瑜尷尬-224323841.html
蔡英文五度為姚文智站台 丁守中回防北投,"昨天藍白綠三方齊聚台北市北投，不讓市長柯文哲獨領風騷。民進黨台北市長候選人姚文智6場後援會成立大會，昨晚壓軸選在石牌國中操場舉辦「士林北投區後援會」，總統蔡英文同台造勢，讓原本就是士北立委出身的丁守中緊急回防，昨晚也到石牌商城夜市掃街。
丁守中昨晚由當地振華里長葉光四帶路，在該區議員候選人林杏兒、張斯綱陪同下，眾人高喊「丁守中凍蒜」等口號後，沿街拜訪夜市與周邊的店家、攤商及逛街民眾。
過程中，有民眾迫不及待找朋友或家人拿相機邀丁守中合影，丁也親切與選民握手互動，還有支持者熱情緊握丁的手，但也有人等著買夜市小吃，僅說謝謝但婉拒拿文宣。
姚文智自9月28日起啟動的6場後援會成立大會，昨壓軸則是選在石牌國中操場。姚日前表示，覺得總統蔡英文輔選力道不夠強，希望多批評市長柯文哲，蔡英文昨晚出席姚文智士林北投後援會成立大會，第五度為姚站台輔選，她一上台就說，「我要加強輔選的力道啦」，引發台下哄堂大笑。
民進黨禁止黨公職人員參與喜樂島聯盟的「全民公投反併吞」活動，但仍有許多黨公職人員現身，姚文智也「路過」現場。姚昨晚說，因辦公室就在活動附近，當時車子無法開入，他在原地躊躇再三思考，最後決定既然要回辦公室，加上其中也有曾一起追求台灣獨立自主的好朋友，便走過去。
姚說，大家的主張都一樣，只是步調不同，但訴求反併吞、追求獨立自主、維護民主生活方式與信念，絕對要堅持。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導獨派反中 雷大雨小 英賴菊全走避「全民公投反併吞」喜樂島逼小英無畏黨禁令 姚文智「路過」喜樂島怕嚇跑中間票 動員刻意半調子大小綠唱和 民進黨搶中間票
相關新聞影音
＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/蔡英文五度為姚文智站台-丁守中回防北投-224323338.html
選將隨扈／雖未申請 柯文哲、丁守中、姚文智都有隨扈,"年底選戰激烈，儘管台北市長候選人柯文哲、丁守中、姚文智都未主動申請警察當隨扈，不過北市警局依舊對3人都至少派了一名警察擔任隨扈，另出席公開場合，分局也會加派警力，以確保候選人安全。
無黨籍候選人李錫錕則婉拒警察擔任隨扈，直說「哪來這麼嚴重」。他表示，平時身邊就有一大堆助理和隨行，實在不用警察浪費警力。
柯文哲原本就有3名隨扈輪流值班，出席活動至少有一至兩名隨扈隨行。近來隨著選戰升溫，儘管柯未向市警局申請增派隨扈，市警局依舊加派一名隨扈。除隨扈外，也會有1至2名幕僚隨行。
丁守中競選辦公室發言人詹為元表示，選舉跑到現在，從來沒有遇過陳情、抗議的情況，也沒遇過太激進民眾，原本覺得不用申請，不過市警局建議一定要，目前就是一名隨扈。除了隨扈，隨行幕僚3位。
針對申請隨扈，姚營幕僚表示，就他們了解，正式變成候選人後，警政單位就會強制派一位隨扈，目前姚文智的行程已有隨扈陪同，以及至少一位競辦同仁隨行。
藍、綠新北市長選情漸趨緊繃，侯友宜、蘇貞昌都未向警方申請隨扈。不過兩人公開行程，都能看到便衣刑警到場蒐證。
侯友宜競選總部發言人侯慶莉說，侯每場行程還會有約4名活動和新聞組人員到場，另外由退休警察組成的「新北戰警挺侯後援會授旗大會」，都會自發性到場協助。
蘇貞昌競選辦公室發言人黃韋鈞表示，蘇貞昌跑行程除一名隨行人員，組織部會動員2到3人負責掌握動線和現場狀況，再加上2、3名新聞部人員，有時還會有議員助理加上志工，幫忙掌握現況。
花蓮縣長候選人徐榛蔚、劉曉玫皆申請隨扈，徐榛蔚沿用前縣長傅崐萁當時的隨扈，因經過長時間的相處，默契足、信任度也高。劉曉玫辦公室表示，無特別選擇女性隨扈，如有需要到女性私密場合，像如廁等會由工作人員及助理陪同，隨扈在周邊守護。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導隨扈與候選人默契好 退休後成頭號助選員老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好不讓跳愛河 韓國瑜要王世堅改跳興達港
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/選將隨扈-雖未申請-柯文哲-丁守中-姚文智都有隨扈-224323987.html
鄭進一為韓國瑜寫歌 滅火器幫陳其邁競選曲添流行感,"高雄市長選戰打得火熱，表態欣賞韓國瑜的創作鬼才鄭進一，自告奮勇要幫韓寫競選歌曲，鄭進一昨天下午在高雄茄萣區與韓國瑜首次合體；對手民進黨市長候選人陳其邁的競選歌曲則由台中市政府文化局長路寒袖（本名王志誠）為陳其邁填詞的「咱上愛的所在」，並由林宗興（金田一）譜曲，周恆毅編曲。
韓國瑜昨天傍晚到高雄茄萣區為第二選區市議員候選人鄭東元助講，藝人鄭進一也現身競選總部成立會場，兩人受到民眾夾道熱烈歡迎，「凍蒜」聲不絕於耳，人氣紅不讓。
「我就是喜歡他、我就是欣賞他」鄭進一說，他不認識韓國瑜，有次在電視看到韓，覺得怎麼有人講話比他還臭屁，而且臭屁得很正派，就興起替韓國瑜寫競選歌曲的念頭。鄭進一表示，他雖「封筆」許久不再寫歌，這次為韓國瑜破例再出江湖，希望再展現自己的才華，把這首競選歌曲寫進大家的心裡；如果韓當選，他要搬來高雄定居，還要認韓國瑜當乾爹。
鄭說，目前歌曲已有些腹案，很快就能出爐；韓國瑜表示，鄭進一的創作功力，全台知曉，他向鄭表示，高雄目前最需要的是拚經濟，賺錢、賺錢、再賺錢，鄭進一答應根據經濟的狀態，寫一首新歌，表達高雄人的心情。鄭進一說，選舉應該是很快樂的，所以這首競選新歌的基調會是「選舉，就要選乎歡喜」。
路寒袖2004年之後即未再為他人寫歌，這次是14年後為陳其邁再寫歌詞；路寒袖說，陳其邁長年在高雄耕耘，所思所想所做全都為了高雄，高雄縣市合併後，就是有海洋、有高山的美麗城市，這個城市的美好建設要延續下去，最好的人選就是陳其邁。
「咱上愛的所在」最近由滅火器樂團做成流行樂並製作MV，歌曲更具流行感，陳其邁也藉此向高雄市民展現他對流行音樂產業的重視，承諾當選市長，會善用高雄現有與將有的全部軟硬體資源，開創台灣的流行音樂產業。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
高雄市長選情「大人有多噁心」嗆翻2名嘴周玉蔻警告小編別再出現 被酸爆「大人多噁心」暴紅 柯P：英雄出少年一句話讓名嘴語塞 小編戰力爆表這樣練的韓國瑜2正妹助理！PK陳其邁最正發言人
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/鄭進-為韓國瑜寫歌-滅火器幫陳其邁競選曲添流行感-224323145.html
無畏黨禁令 姚文智「路過」喜樂島接受民眾歡呼,"獨派團體「喜樂島聯盟」今天在民進黨中央前舉辦大型活動，宣傳「全民公投反併吞」，訴求修改公投法，雖然民進黨已經下令黨公職及候選人都不准參加，不過民進黨提名的台北市長候選人姚文智剛剛「路過」向支持喜樂島的民眾打招呼，他說，「我的競選辦公室就在旁邊，一定要來跟大家打招呼。」
姚文智說，他的競選辦公室在民進黨中央黨部旁邊，他要回競選辦公室，且今天參加活動的都是長年來一起為台灣打拚的好朋友，所以一定要來跟大家打打招呼。
姚文智說，他是民進黨提名，但反併吞、追求台灣獨立自主民主生活方式的理念絕對要堅持，不能忘記為台灣打拚到底是為什麼，希望所有「顧本土」的朋友都團結在一起，拜託大家共同相挺，讓他在年底選舉光復台灣首都，很多理念價值都可以透過市長位置來實現。他也說，他演講的舞台在晚上，今晚請大家到石牌國中，他要發表重要內容，非常感謝大家。
一旁有熱情民眾對姚文智說「當選、當選、年底的票都是你的、把柯文哲下架」，對此姚文智也頻道感謝。不過有支持者認為除姚文智之外，民進黨北市議員參選人都沒來「都不用選了？」姚文智說，不要這樣講啦。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導獨派反中 雷大雨小 英賴菊全走避「全民公投反併吞」喜樂島逼小英怕嚇跑中間票 動員刻意半調子大小綠唱和 民進黨搶中間票執政反打「恐嚇牌」暴露民進黨內政失敗
相關新聞影音
＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/無畏黨禁令-姚文智-路過-喜樂島接受民眾歡呼-224323857.html
丁守中 擬邀周美青、韓國瑜站台,"選戰白熱化，國民黨台北市長候選人丁守中陣營，有意邀同黨高雄市長候選人韓國瑜、前第一夫人周美青站台，拉抬聲勢。丁守中昨說，黨部有這樣規畫，感謝各方人士幫忙；不過，前總統馬英九說，要回家去請示。
國民黨台北市黨部主委黃呂錦茹指出，市黨部已向馬英九辦公室徵詢，盡力爭取周美青來助選。目前「馬大姐」馬以南已表達願意替丁守中站台，周美青替丁站台的機率應該不小，只是時間與形式，仍須等馬辦的答覆。
外傳藍營準備找前總統馬英九夫人周美青站台，台北市長柯文哲表示，輕鬆一點，「反正就是這樣。」但他也坦言，比較怕媽媽何瑞英講太多。
國民黨主席吳敦義、前總統馬英九多次替丁守中站台，日前傳出為衝刺選情，丁守中陣營有意找周美青、韓國瑜站台。
丁守中說，不久前，已經在台中與韓國瑜會合過，現在大家都忙自己的選舉，黨部安排的造勢，都會全力以赴；他說，選戰最後的王牌是市民大眾，是中產階級和年輕人。
高雄市黨部指出，韓國瑜與黃呂錦茹有交情，來台北合體同框機率很高。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好不讓跳愛河 韓國瑜要王世堅改跳興達港隨扈與候選人默契好 退休後成頭號助選員
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/丁守中-擬邀周美青-韓國瑜站台-224323756.html
陳學聖成立北區競選總部 3前縣長加持,"國民黨桃園市長候選人陳學聖昨在桃園區成立北區競選總部，湧入近萬支持者參與，黨內大咖齊聚相挺，3名前縣長吳伯雄、吳志揚父子檔與朱立倫也接力站台，直指民進黨執政傲慢且不停欺騙，籲選民在11月24日用選票教訓，讓桃園重返藍天。
陳學聖規畫成立北、南區各一處競選總部，北區競總位於桃園區慈文路，並於號次抽籤後隔天率先成立，營造團結勝選氣勢，昨天包括國民黨副主席曾永權、市黨部主委楊敏盛、黨中央輔選團副團長周錫瑋、前立法院長王金平、前黨主席洪秀柱等人接力致詞，數十名黨籍立委、議員也到場。
3名前桃園縣長吳伯雄、朱立倫與吳志揚也首度同場替陳輔選，年近八旬的吳伯雄拄著拐杖現身，雖未致詞，但致贈好彩頭盼陳勝選。吳志揚致詞批評民進黨最可惡是爭功諉過，如龜山捷運棕線案、中油煉油廠案，不是推給前朝就是毫無進度，另外「觀塘換深澳」一事，是背棄守護藻礁承諾，令人憤怒。
朱立倫首度到桃園替陳學聖輔選，朱不滿民進黨執政，搞政治鬥爭、清算軍公教、兩岸停滯倒退等，呼籲市民用選票教訓民進黨，並提到陳民調雖落後20%，但「我們絕不放棄」，要堅持到投下選票的最後一分鐘。
陳學聖接下好彩頭、包粽（中）與「韌性」戰旗等祝賀，壓軸致詞說，自己是以報恩心情參選，希望國民黨再起，也盼「桃園好還要更好」，桃園4年重大建設停擺，快要看不到新北市的車尾燈，自己會做一位老老實實的市長，讓桃園重新再起，讓桃園發光發亮。
針對陳學聖陣營輪番攻訐，鄭文燦昨反擊，「罵人沒辦法成就選舉，選舉不是罵人比賽也不是抹黑比賽」，應提出正面價值；他27日將於桃園區大興西路、正光街口成立北區競總，11月3日成立南區競總。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好不讓跳愛河 韓國瑜要王世堅改跳興達港隨扈與候選人默契好 退休後成頭號助選員
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/陳學聖成立北區競選總部-3前縣長加持-224323590.html
不讓世堅跳愛河 韓國瑜要王世堅改跳興達港,"高雄市長候選人韓國瑜昨天在高雄茄萣區情人碼頭搭船艇遊興達港，他發現興達港花費上百億建造，周邊漁市活絡，卻未能發展觀光，實在可惜。遊港時他也不忘調侃王世堅，指是順便幫王尋找適合的「跳海」地點，他認為興達港內港很安全，適合王世堅跳。
國民黨高雄市長候選人韓國瑜昨為同黨市議員參選人鄭東元競選總部成立站台前，先在茄萣情人碼頭搭船艇了解興達港現況，對於興達港空有發展條件，卻任由荒廢，感到十分可惜。建議有機會可在此地舉辦萬人泳渡大賽，肯定比游日月潭轟動。
談到泳渡興達港，他不忘調侃王世堅。韓表示，王世堅說如果他當選就要跳海，如果王拒絕跳愛河，那此行他除了替黨籍候選人站台，另一個目的就是幫王世堅勘查哪裡適合跳海，「興達港內海應該相當適合」。
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好蘇獲賴揆3度助陣 侯：市民才是最大咖隨扈與候選人默契好 退休後成頭號助選員
相關新聞影音
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/不讓世堅跳愛河-韓國瑜要王世堅改跳興達港-224323040.html
韓國瑜聲勢直上 陳其邁陣營：用10倍時間與市民站一起,"國民黨高雄市長候選人韓國瑜助選能量高，南北站台馬不停蹄。民進黨高雄市長候選人陳其邁競選辦公室發言人趙天麟昨天表示，尊重個別候選人選擇的打選戰方式，陳其邁的方式，就是以十倍於對手的時間，與高雄市民站在一起。
趙天麟說，韓國瑜主打空戰，也許到其他縣市助選，是延續空戰的方式，那是韓國瑜的做法，陳其邁辦公室對此沒有意見，都尊重。陳其邁就是穩紮穩打，每天排定緊湊行程，深入基層，以十倍於韓國瑜的時間，走訪區里與地方接觸，和市民在一起。
韓國瑜民調和網路聲量扶搖直上，意外颳起「韓流」，不只高雄市議員、里長候選人要韓國瑜站台，外縣市同黨候選人也積極邀約。韓國瑜辦公室人員說，光高雄市議員候選人總部成立大會就跑不完，目前初估約一五○個行程「欠著」。
韓國瑜昨天南北奔波逾四百公里，堪稱從台灣尾跑到台灣頭。韓國瑜辦公室指出，宜蘭、屏東行程早已敲定，無法推卻。台南市長候選人高思博、台東縣長候選人饒慶鈴也希望能與韓國瑜合體，「但他們能下來，我們可能無法上去」；基隆、苗栗、新竹、台南、台東及金門也都有邀約。
韓國瑜辦公室指出，「可能民心思變」，所以韓國瑜人氣飆漲，所到之處場子「搶搶滾」。因為感受到人民的期待，大家把希望寄託在韓國瑜身上，希望他能做更多，如果外縣市行程跑不來，會用錄影、視訊方式來略盡心力。
【相關閱讀】‧ 奇兵翻攪深綠票倉 高雄市長最新勝率分析
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
高雄市長選情「大人有多噁心」嗆翻2名嘴周玉蔻警告小編別再出現 被酸爆「大人多噁心」暴紅 柯P：英雄出少年一句話讓名嘴語塞 小編戰力爆表這樣練的韓國瑜2正妹助理！PK陳其邁最正發言人
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/韓國瑜聲勢直上-陳其邁陣營-用10倍時間與市民站-起-224323692.html
蘇貞昌獲賴揆3度助陣 侯友宜：市民才是最大咖,"新北市藍、綠陣營市長候選人昨天各在對方鐵票區「較勁」。民進黨市長候選人蘇貞昌不僅到藍營新店鐵票區衝選情，行政院長賴清德更第三度到板橋、三重站台助陣，爭取新北子弟「頭家」的支持；國民黨市長候選人侯友宜則跨進賴院長家鄉萬里等區里，當對被問及對手請來「大咖」助陣，他說「市民」才是「最大咖」。
蘇貞昌昨天一早到新店區惠國市場掃街拜票，這也是他「第69個市場」掃街拜票行程，全程開直播。對於新店向來是藍營鐵票區，加上最新民調顯示新店區落後對手2%，他說，每一位市民都是我們的頭家，他會到每個角落傾聽市民的聲音，爭取支持。
賴清德昨晚連趕板橋、三重兩大票倉造勢，成為有史以來首度「兩位院長」一起上台造勢。
「新北的子弟」賴清德並提出支持蘇貞昌三理由，包括蘇貞昌「會做事」，蘇貞昌是真「愛新北」，而且蘇貞昌有「好政見」。他拜託大家選個有領導能力、可與中央合作，以及爲台灣民主堅守民主價值的新北市長。
侯友宜昨天到金山、萬里、石門與汐止成立競選總部拜票，攜手地方市議員聯合站台，拉抬聲勢時，對行政院長賴清德站台，侯友宜表示，「他們找誰我沒意見，市民就是我的大咖」。
尤其來到汐止時，侯友宜指出，首要建設為「交通」才是大關鍵，「汐止要有好的交通環境」，像是基隆輕軌等，都需要接續努力，「路是一棒一棒開出來的，還要打拚」，才對得起汐止地區市民。
【相關閱讀】‧ 老縣長挑戰副市長 新北市長最新勝率分析
更多udn報導9歲兒生活週記揭媽媽本性 網友笑：結尾收得漂亮女娃緊抓彩券不放 媽媽無奈買下發現中頭獎570萬玉米筍8大好處必吃 但這幾種人要少吃女星進化刷新美貌 有沒有秀辣腿都很氣質
更多追蹤報導老闆給優惠「直到民進黨下台」空戰開直播 不少候選人是高手設競選總部 有人合八字 有人假日就好不讓跳愛河 韓國瑜要王世堅改跳興達港隨扈與候選人默契好 退休後成頭號助選員
＿＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 06:43:23+08:00,聯合新聞網,https://tw.news.yahoo.com/蘇貞昌獲賴揆3度助陣-侯友宜-市民才是最大咖-224323648.html
為台南女青年培力 高思博推青年政策主打「女性力量」,"為台南女青年培力，打造一個可以讓女性實現人生夢想的城巿，國民黨台南市長候選人高思博主打「女性力量」，20日針對女性提出他的青年政策，將在台南營造一個對女性友善、重視職場女男平等，實質提升婦女社會、經濟地位、可以為年輕女性培力的城市。
高思博指出，目前社會上仍有許多外在環境限制，例如就業歧視，女性升遷緩慢、同工不同酬，這些並非來自女性能力的限制，而是制度需要改變，才能創造友善環境，釋放出女性被壓抑的社會生產力。
台南要發展「女性力量」，高思博指出，農業社會男性的生產力比女性強，但服務業為主的社會可不一定，高思博舉他就讀的台大法律系為例，班上同學考上司法官、律師就女比男多，女生很厲害、很會考試。
因此怎麼樣來為女性培力？讓女孩在年輕時代就能設定目標，為自己人生開創多采多姿的前程，高思博認為，這需要創造一個女男在職場上的平等，社會安全有保障，不讓女性因生兒育女的天職而影響人生夢想，這要制度來支持。
承諾打造友善女性的城巿，高思博在台南提出，廣設公托、補助私托，減輕育兒負擔；掃除毒品、強化治安；營造職場婦女友善環境，杜絕性別歧視與強化親職支援多元系統，不讓婦女只能在職場跟育兒，進行二選一的選擇，要讓台南成為女性可以實現人生夢想的城市。
更多新聞推薦
● 普悠瑪超速翻車 台鐵局長：駕駛關閉ATP自動防護系統",2018-10-21 00:38:57+08:00,台灣好新聞報,https://tw.news.yahoo.com/為台南女青年培力-高思博推青年政策主打-女性力量-163857234.html
蔡英文：民進黨青壯世代最好的人才 姚文智一定是最好的市長,"[新頭殼newtalk] 總統暨民主進步黨主席蔡英文今（20）日出席姚文智士林北投後援會成立授旗授證大會，她在致詞時表示，姚文智是民進黨「青壯世代」最好的人才，替大家服務、替台北市打拚。她相信台北市民，一定有看到姚文智的打拚，給認真的姚文智，來擔台北市這個重擔，讓姚文智來做，他一定是最好的市長。
總統是由台北市長候選人姚文智、行政院秘書長卓榮泰、環保署長李應元、觀光協會會長葉菊蘭、立法委員吳思瑤、國策顧問黃承國、陳茂仁、台北市黨部主委陳正德、士林區後援會會長吳瑞欽、北投區後援會會長郭江寧、議員候選人等地方黨公職陪同，出席姚文智士林北投後援會成立授旗授證大會。
會中由市長候選人姚文智為各後援會授旗授證，民眾熱情揮舞旗幟夾道歡迎，大喊「票投姚文智，萬事都OK」，現場當選、加油聲不絕於耳。
蔡英文致詞時表示，姚文智是民進黨「青壯世代」最好的人才，替大家服務、替台北市打拚。她相信台北市民，一定有看到姚文智的打拚，給認真的姚文智，來擔台北市這個重擔，讓姚文智來做，他一定是最好的市長。
蔡英文說，選戰剩三十幾天。這一路走來，風真大，雨真大，姚文智要替大家服務的這條路，確實難走，「一路上很多人唱衰，說我們不可能達成任務」。
「但是，有市民老闆的支持，我們越走，意志越堅定，我們越走，選情越火熱」，蔡英文表示，「因為我們都知道，我們走這條路，不只是為姚文智、也不只是為蔡英文，是為了守護台灣，守護國家的首都台北市，大家說對不對？」
蔡英文並提到，大家若有去市場，可能會常常遇到姚文智。「大家給他看一下，有曬比較黑」，他實在是很認真打這場選戰，認真握手，用行動表示他的決心。她還說，「我跟大家報告，台北市這戰，民主進步黨跟姚文智，絕對用所有的力氣，拚到最後一秒鐘！」
蔡英文指出，姚文智要選台北市長，準備很久，他是民進黨「青壯世代」的好人才，做過新聞局長，也跟著謝長廷院長去高雄歷練，現在是立法委員，替大家服務、替台北市打拚。
蔡英文並表示，姚文智不只是堅持台灣的價值，他對台北市的發展，也有最好的規劃。他對我們每一區的發展，都有完整的計畫。未來，姚文智，也一定是跟中央合作，最好的市長。",2018-10-21 00:32:59+08:00,新頭殼,https://tw.news.yahoo.com/蔡英文-民進黨青壯世代最好的人才-姚文智-定是最好的市長-163259415.html
綠營南北反併吞大遊行 丁守中批：擁抱急獨 假議題,"【綜合報導】喜樂島聯盟今天在台北發起「全民公投反併吞」大遊行，民進黨也在高雄舉辦 「反併吞、護台灣、反介入、顧高雄」活動。國民黨台北市市長候選人丁守中批評，民進黨當家還鬧事，是政治自我迫害妄想症，他也說，如果不去搞台獨挑釁，怎麼會有併吞的問題？完全是個假議題。
丁守中今天行程滿檔，在台北市各行政區參加黨籍市議員造勢，晚上還會去石牌商城夜市掃街，他是在吳世正競選總部開幕時對媒體做以上表示。他也批評，民進黨每逢選舉就拚台獨，刺激兩岸，對台灣經濟發展很不好。事實上，現在民眾期待發展經濟、顧民生、拚發展，根本不關心民進黨炒作統獨意識這些假議題。
他也在臉書貼文指出，民進黨與喜樂島反併吞遊行南北呼應，根本是獨派拚場，搶奪急獨論述、墨綠光譜話語權。民進黨全面執政、國會絕對多數，居然要往深綠、急獨靠攏，證明民進黨全面潰敗，只能擁抱急獨，放棄中間選民。希望撩撥對岸，讓原本陷入僵局的兩岸關係更趨緊張，根本是把台灣民眾當作肉票。 丁守中也批評，當家不鬧事，民進黨這種惡質作法應該受到嚴厲譴責。但今天的大遊行更將是民進黨一連串急獨動作的開始，接下來到2020，民進黨會以各種更過激手段挑釁對岸，刺激墨綠選民回歸。因此接下來的選舉其實就是一場中華民國保衛戰。台北市作為首都不能缺席，不要再被任何政黨當作肉票，只有自己撐起中華民國，台灣的將來才有保障。
更多追蹤報導獨派反中 雷大雨小 英賴菊全走避「全民公投反併吞」喜樂島逼小英無畏黨禁令 姚文智「路過」喜樂島怕嚇跑中間票 動員刻意半調子大小綠唱和 民進黨搶中間票
＿＿＿＿＿＿＿＿＿＿＿＿＿
有話想說？歡迎投稿>>>【Yahoo論壇】",2018-10-21 00:26:48+08:00,民眾日報,https://tw.news.yahoo.com/綠營南北反併吞大遊行-丁守中批-擁抱急獨-假議題-162648228.html
