學校代碼,學校名稱,日間∕進修別,等級別,一年級男生,一年級女生,二年級男生,二年級女生,三年級男生,三年級女生,四年級男生,四年級女生,五年級男生,五年級女生,六年級男生,六年級女生,七年級男生,七年級女生,延修生男生,延修生女生,縣市名稱,體系別
1166,亞東技術學院,N 修,B 四技,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,01 新北市,2 技職
1166,亞東技術學院,N 修,C 二技,-,-,-,-,-,49,1,23,-,26,-,-,-,-,-,1,01 新北市,2 技職
1168,南亞技術學院,D 日,M 碩士,9,5,9,9,1,-,2,2,-,-,-,-,-,-,-,-,03 桃園市,2 技職
1168,南亞技術學院,D 日,B 四技,196,161,245,195,290,235,353,315,-,-,-,-,-,-,116,72,03 桃園市,2 技職
1168,南亞技術學院,D 日,5 五專,42,22,56,49,69,58,-,-,-,-,-,-,-,-,-,-,03 桃園市,2 技職
1168,南亞技術學院,N 修,B 四技,153,65,159,52,159,66,143,85,-,-,-,-,-,-,37,20,03 桃園市,2 技職
1168,南亞技術學院,N 修,2 二專,28,6,49,9,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,2 技職
1176,稻江科技暨管理學院,D 日,M 碩士,16,20,13,19,7,3,-,-,-,-,1,-,-,-,-,-,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,D 日,B 學士,260,197,180,169,119,106,145,148,-,-,-,-,-,-,29,18,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,N 職,M 碩士,16,7,17,9,2,2,-,-,-,-,-,-,-,-,-,-,10 嘉義縣,1 一般
1176,稻江科技暨管理學院,N 修,C 二技,-,-,-,-,12,53,7,33,-,-,-,-,-,-,5,1,10 嘉義縣,2 技職
1176,稻江科技暨管理學院,P 進,B 學士,78,110,47,94,57,96,51,95,-,-,-,-,-,-,14,11,10 嘉義縣,1 一般
1182,蘭陽技術學院,D 日,B 四技,53,39,64,58,99,64,73,69,-,-,-,-,-,-,26,15,02 宜蘭縣,2 技職
1182,蘭陽技術學院,D 日,C 二技,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,02 宜蘭縣,2 技職
1182,蘭陽技術學院,D 日,5 五專,35,34,89,50,77,63,29,20,41,32,-,-,-,-,18,8,02 宜蘭縣,2 技職
1183,黎明技術學院,D 日,B 四技,366,445,359,348,398,328,347,301,-,-,-,-,-,-,66,27,01 新北市,2 技職
1183,黎明技術學院,D 日,5 五專,88,16,97,22,127,12,127,24,143,22,-,-,-,-,16,1,01 新北市,2 技職
1183,黎明技術學院,N 修,B 四技,165,73,114,49,127,33,100,46,-,-,-,-,-,-,14,4,01 新北市,2 技職
1183,黎明技術學院,N 修,C 二技,-,-,-,-,7,42,1,48,-,-,-,-,-,-,-,-,01 新北市,2 技職
1183,黎明技術學院,N 修,2 二專,2,8,8,49,-,-,-,-,-,-,-,-,-,-,2,4,01 新北市,2 技職
1185,經國管理暨健康學院,D 日,M 碩士,5,5,3,4,-,5,3,1,-,-,-,-,-,-,-,-,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,B 四技,202,301,153,285,128,293,144,225,-,-,-,-,-,-,50,40,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,C 二技,-,-,-,-,5,77,6,46,-,-,-,-,-,-,-,2,17 基隆市,2 技職
1185,經國管理暨健康學院,D 日,5 五專,78,178,85,200,91,225,53,224,58,215,-,-,-,-,11,47,17 基隆市,2 技職
1185,經國管理暨健康學院,N 職,M 碩士,4,16,6,10,1,6,-,2,1,-,-,-,-,-,-,-,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,B 四技,9,8,20,10,38,70,21,37,-,-,-,-,-,-,15,7,17 基隆市,2 技職
1185,經國管理暨健康學院,N 修,C 二技,-,-,-,-,4,86,2,49,-,-,-,-,-,-,1,3,17 基隆市,2 技職
1188,大同技術學院,D 日,B 四技,117,159,130,178,177,172,150,206,-,-,-,-,-,-,16,18,20 嘉義市,2 技職
1188,大同技術學院,D 日,5 五專,11,10,21,16,21,23,22,12,32,28,-,-,-,-,5,2,20 嘉義市,2 技職
1188,大同技術學院,N 修,B 四技,25,47,24,26,20,40,29,50,-,-,-,-,-,-,4,5,20 嘉義市,2 技職
1188,大同技術學院,N 修,C 二技,-,-,-,-,43,125,39,85,-,-,-,-,-,-,3,3,20 嘉義市,2 技職
1188,大同技術學院,N 修,2 二專,8,4,1,4,-,-,-,-,-,-,-,-,-,-,-,1,20 嘉義市,2 技職
1189,亞太創意技術學院,D 日,M 碩士,8,20,13,25,11,7,2,2,-,-,-,-,-,-,-,-,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,B 四技,1,-,27,14,60,21,57,37,-,-,-,-,-,-,27,10,05 苗栗縣,2 技職
1189,亞太創意技術學院,D 日,C 二技,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,C 二技,-,-,-,-,51,149,20,285,-,-,-,-,-,-,1,2,05 苗栗縣,2 技職
1189,亞太創意技術學院,N 修,2 二專,-,16,-,25,-,-,-,-,-,-,-,-,-,-,-,2,05 苗栗縣,2 技職
1192,臺灣觀光學院,D 日,M 碩士,5,3,3,2,1,2,-,1,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,B 四技,21,14,45,55,74,74,78,97,-,-,-,-,-,-,37,11,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,C 二技,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,2 二專,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,15 花蓮縣,2 技職
1192,臺灣觀光學院,D 日,5 五專,4,11,22,22,19,38,15,36,16,19,-,-,-,-,-,-,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,B 四技,10,11,4,6,9,9,14,21,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,C 二技,-,-,-,-,9,14,8,12,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1192,臺灣觀光學院,N 修,2 二專,3,12,6,20,-,-,-,-,-,-,-,-,-,-,-,-,15 花蓮縣,2 技職
1195,馬偕醫學院,D 日,M 碩士,9,8,2,10,1,11,-,-,-,-,-,-,-,-,-,-,01 新北市,1 一般
1195,馬偕醫學院,D 日,B 學士,39,82,46,81,44,78,38,74,33,14,19,22,31,16,4,4,01 新北市,1 一般
1196,法鼓文理學院,D 日,D 博士,1,3,-,1,3,3,1,3,-,1,-,-,-,-,-,-,01 新北市,1 一般
1196,法鼓文理學院,D 日,M 碩士,17,43,17,44,13,35,4,15,-,-,-,-,-,-,-,-,01 新北市,1 一般
1196,法鼓文理學院,D 日,B 學士,8,11,6,7,4,9,5,12,-,-,-,-,-,-,-,1,01 新北市,1 一般
1282,馬偕醫護管理專科學校,D 日,2 二專,6,11,-,-,-,-,-,-,-,-,-,-,-,-,1,1,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,D 日,5 五專,108,719,97,716,85,730,76,677,84,672,-,-,-,-,21,73,30 臺北市,2 技職
1282,馬偕醫護管理專科學校,N 修,2 二專,95,96,54,54,-,-,-,-,-,-,-,-,-,-,5,-,30 臺北市,2 技職
1283,仁德醫護管理專科學校,D 日,5 五專,257,988,287,"1,011",286,957,210,849,194,861,-,-,-,-,130,209,05 苗栗縣,2 技職
1283,仁德醫護管理專科學校,N 修,2 二專,113,91,60,78,-,-,-,-,-,-,-,-,-,-,11,9,05 苗栗縣,2 技職
1284,樹人醫護管理專科學校,D 日,5 五專,327,"1,064",340,"1,074",319,"1,030",232,812,259,903,-,-,-,-,89,129,12 高雄市,2 技職
1284,樹人醫護管理專科學校,N 修,2 二專,143,91,134,69,30,18,17,7,-,-,-,-,-,-,8,2,12 高雄市,2 技職
1285,慈惠醫護管理專科學校,D 日,2 二專,28,40,21,24,-,-,-,-,-,-,-,-,-,-,5,9,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,D 日,5 五專,170,614,233,849,278,825,236,712,207,725,-,-,-,-,79,195,13 屏東縣,2 技職
1285,慈惠醫護管理專科學校,N 修,2 二專,39,83,45,74,12,10,5,4,-,-,-,-,-,-,14,20,13 屏東縣,2 技職
1286,耕莘健康管理專科學校,D 日,5 五專,109,935,102,944,107,901,107,852,81,852,-,-,-,-,26,113,01 新北市,2 技職
1286,耕莘健康管理專科學校,N 修,2 二專,-,46,-,40,-,-,-,-,-,-,-,-,-,-,-,2,01 新北市,2 技職
1287,敏惠醫護管理專科學校,D 日,5 五專,84,709,106,703,95,644,76,627,81,644,-,-,-,-,24,65,11 臺南市,2 技職
1288,高美醫護管理專科學校,D 日,5 五專,8,28,22,93,38,112,25,55,20,58,-,-,-,-,5,19,12 高雄市,2 技職
1288,高美醫護管理專科學校,N 修,2 二專,6,20,45,34,-,-,-,-,-,-,-,-,-,-,1,1,12 高雄市,2 技職
1289,育英醫護管理專科學校,D 日,5 五專,43,371,33,368,38,357,31,328,28,324,-,-,-,-,2,46,50 高雄市,2 技職
1290,崇仁醫護管理專科學校,D 日,5 五專,97,634,85,628,89,608,76,576,68,585,-,-,-,-,13,44,20 嘉義市,2 技職
1291,聖母醫護管理專科學校,D 日,5 五專,121,437,180,518,162,495,115,460,132,515,-,-,-,-,5,15,02 宜蘭縣,2 技職
1292,新生醫護管理專科學校,D 日,5 五專,171,"1,091",170,"1,121",150,"1,076",114,870,119,948,-,-,-,-,16,91,03 桃園市,2 技職
1292,新生醫護管理專科學校,N 修,2 二專,22,34,9,22,-,-,-,-,-,-,-,-,-,-,-,-,03 桃園市,2 技職
3002,臺北市立大學,D 日,D 博士,18,13,18,14,12,24,16,18,11,14,6,18,17,29,-,-,30 臺北市,1 一般
3002,臺北市立大學,D 日,M 碩士,132,241,108,210,79,171,37,126,14,37,13,25,-,-,-,-,30 臺北市,1 一般
3002,臺北市立大學,D 日,B 學士,580,710,574,680,548,705,498,668,-,-,-,-,-,-,185,128,30 臺北市,1 一般
3002,臺北市立大學,N 職,M 碩士,98,250,102,224,38,100,29,43,15,39,20,20,-,-,-,-,30 臺北市,1 一般
